chromosome,start,end,value
1,8332862,8336414,0.00162
1,8336593,8338827,0.01131
1,8339668,8341072,0.01263
1,8341388,8342796,0.01166
1,8343424,8344839,0.00904
1,8345595,8346733,0.00161
1,8346827,8350068,0.00367
1,8350728,8352791,0.00358
1,8352615,8354619,0.01151
1,8354806,8356507,0.00813
1,8357446,8358805,0.00366
1,8359125,8360645,0.00523
1,8360978,8362485,0.00528
1,8362864,8363675,0.00224
1,8366941,8368381,0.00661
1,8369097,8370340,0.00722
1,8371020,8371106,0.00131
1,8371609,8372845,0.00025
1,8373239,8375897,0.00223
1,8376687,8377156,0.00609
1,8377262,8378769,0.00973
1,8378972,8382290,0.00112
1,8385188,8386522,0.0079
1,8388297,8391623,0.01155
1,8395466,8398387,0.01069
1,8398115,8399836,0.01066
1,8400056,8401550,0.01243
1,8401808,8404301,0.00891
1,8405214,8406266,0.0073
1,8406663,8408530,0.01254
1,8409945,8412079,0.01144
1,8412051,8414886,0.0041
1,8417495,8418566,0.00366
1,8420265,8422985,0.00048
1,8422960,8424088,0.00531
1,8424142,8425385,0.00339
1,8425724,8427235,0.00082
1,8427257,8429498,0.00426
1,8432179,8435656,0.00145
1,8435657,8438811,0.01021
1,8438766,8440866,0.00854
1,8441073,8447681,0.00994
1,8451068,8451289,0.01285
1,8457659,8458946,0.0103
1,8461757,8469573,0.00773
1,8469533,8471417,0.00074
1,8478391,8480356,0.00017
1,8480422,8481599,0.00981
1,8481997,8483875,0.00722
1,8484703,8486002,0.01184
1,8485337,8487029,0.01261
1,8487048,8487347,0.00523
1,8495908,8496566,0.00505
1,8498803,8499517,0.01078
1,8500119,8502065,0.01122
1,8503217,8505460,0.01025
1,8503777,8506837,0.01034
1,8506968,8508909,0.00075
1,8509736,8510056,0.00438
1,8510401,8510967,0.00982
1,8516166,8519984,0.00403
1,8520443,8523193,0.00369
1,8523225,8524929,0.00756
1,8525334,8527087,0.00921
1,8527714,8529018,0.00604
1,8529064,8532262,0.00657
1,8534146,8535660,0.01254
1,8535999,8537780,0.00011
1,8540838,8542053,0.01229
1,8542212,8543545,0.00673
1,8544248,8545590,0.00603
1,8549191,8552086,0.01187
1,8552775,8553385,0.00327
1,8553313,8556750,0.00512
1,8557215,8559066,0.00915
1,8560420,8563502,0.01074
1,8563510,8570580,0.01017
1,8571173,8572377,0.01096
1,8573544,8575184,0.00779
1,8578658,8582767,0.0125
1,8584039,8585135,0.00997
1,8586335,8588180,0.00306
1,8588295,8589546,0.0119
1,8592078,8592989,0.00184
1,8593536,8596123,0.00427
1,8600391,8603913,0.0114
1,8604022,8607484,0.00277
1,8607851,8608763,0.00334
1,8609338,8612580,0.0005
1,8612505,8614283,0.00184
1,8614363,8620664,0.00734
1,8624014,8626405,0.00078
1,8626315,8631027,0.00473
1,8631206,8635055,0.00122
1,8635187,8638986,0.00118
1,8638520,8640825,0.00728
1,8640582,8643503,0.01
1,8646056,8647674,0.01009
1,8648099,8648694,0.00469
1,8648201,8648995,0.00679
1,8651407,8653915,0.0011
1,8654945,8655662,0.00754
1,8656021,8657997,0.01169
1,8658003,8659514,0.01257
1,8661838,8664007,0.00261
1,8664097,8665569,0.00314
1,8665874,8672651,0.00076
1,8673914,8676408,0.01143
1,8676282,8676343,0.00053
1,8676360,8677228,0.00911
1,8678858,8681894,0.00409
1,8682195,8685271,0.00279
1,8685271,8688247,0.01257
1,8688563,8689268,0.0038
1,8692630,8694705,0.01275
1,8699650,8701458,0.01109
1,8701112,8702477,0.01097
1,8702361,8705879,0.00192
1,8706800,8709782,0.00023
1,8709941,8710824,0.00546
1,8710847,8711578,0.00047
1,8712478,8713225,0.00891
1,8714365,8715378,0.00802
1,8720309,8720721,0.00161
1,8720651,8722825,0.00176
1,8723627,8724711,0.00865
1,8725789,8727212,0.00912
1,8734570,8737315,0.00597
1,8740205,8740469,0.0068
1,8741836,8755604,0.0078
1,8757864,8759645,0.00646
1,8759533,8763469,0.00454
1,8767562,8769571,0.00589
1,8769511,8771553,0.00767
1,8771370,8773535,0.01022
1,8774997,8777882,0.00508
1,8775901,8778072,0.00153
1,8778280,8780257,0.01161
1,8784036,8785634,0.01002
1,8785785,8787914,0.01097
1,8799520,8800410,0.00422
1,8800808,8801584,0.00895
1,8804489,8806361,2e-05
1,8806607,8808156,0.00058
1,8808549,8810443,0.00067
1,8811733,8814788,0.00076
1,8815186,8815962,0.00623
1,8817678,8818395,0.00593
1,8818867,8820736,0.00679
1,8821008,8822843,0.00219
1,8822692,8824821,0.01095
1,8829564,8831390,0.01107
1,8833245,8835235,0.00196
1,8835386,8837007,0.00305
1,8836835,8839609,0.00383
1,8840203,8842445,0.0027
1,8845142,8846726,0.00452
1,8849034,8851790,0.0012
1,8853534,8855874,0.00639
1,8857726,8859909,0.00028
1,8860527,8861522,0.01124
1,8861734,8862797,0.01213
1,8863768,8866894,0.00665
1,8867024,8869289,0.00013
1,8871568,8872386,0.00372
1,8874124,8874834,0.00752
1,8877790,8880388,0.00164
1,8880267,8882100,0.00884
1,8885020,8886777,0.01026
1,8889018,8894306,0.01194
1,8894380,8897124,0.00518
1,8897564,8899111,0.00016
1,8900110,8903428,0.0104
1,8903405,8906455,0.00419
1,8906029,8909334,0.00838
1,8911096,8912822,0.00841
1,8914191,8915219,0.00802
1,8915915,8918267,0.01219
1,8918789,8919892,0.01084
1,8922416,8923879,0.01274
1,8933716,8935544,0.00346
1,8938387,8940613,0.00473
1,8942713,8944442,0.0125
1,8944609,8946628,0.00895
1,8948232,8951031,0.00722
1,8951162,8955160,0.00339
1,8955195,8958132,0.01251
1,8959087,8961183,0.00201
1,8962087,8964564,0.00564
1,8964544,8967562,0.00854
1,8969065,8974815,0.01144
1,8976326,8978305,0.00085
1,8981556,8983314,0.00605
1,8991708,8995617,0.00096
1,8996714,8999917,0.01215
1,9002285,9004762,0.00652
1,9016252,9017450,0.01003
1,9020380,9022769,0.00687
1,9022542,9024081,0.00475
1,9024341,9027955,0.00658
1,9028376,9032327,0.0125
1,9033016,9039099,0.01139
1,9038708,9039540,0.00754
1,9039628,9043855,0.00498
1,9044422,9047049,0.00822
1,9047292,9054703,0.00225
1,9054673,9056941,0.00669
1,9057095,9061140,0.00721
1,9063306,9065320,0.00076
1,9067039,9068207,0.00503
1,9071140,9071861,0.00556
1,9072256,9075350,0.01
1,9072634,9072835,0.00059
1,9077874,9079646,0.00199
1,9083838,9085464,0.01026
1,9083856,9085651,0.00439
1,9086804,9089375,0.00862
1,9089469,9092560,0.00794
1,9095768,9099766,0.00365
1,9097643,9098964,0.00084
1,9099994,9103644,0.00169
1,9105038,9107231,0.00694
1,9107519,9113747,0.00723
1,9113864,9114977,0.01121
1,9116010,9116781,0.01046
1,9117932,9118611,0.01091
1,9118822,9121227,0.00441
1,9121443,9125578,0.00434
1,9126737,9128568,0.001
1,9130013,9131779,0.00915
1,9133291,9134874,0.01273
1,9138604,9140439,0.00315
1,9141519,9143336,0.01283
1,9143937,9146106,0.00604
1,9148636,9150250,0.00264
1,9151628,9154762,0.00432
1,9155091,9156370,0.00926
1,9156279,9158093,0.0036
1,9158380,9159897,0.01019
1,9159851,9161044,0.00465
1,9161810,9162910,0.00645
1,9163211,9165900,0.00293
1,9165360,9167570,0.00476
1,9167549,9170953,0.01202
1,9171118,9173033,0.00317
1,9178212,9181967,0.00769
1,9182008,9184393,0.00246
1,9184567,9187578,0.00928
1,9188945,9190896,0.01217
1,9191503,9192590,0.00315
1,9193327,9195382,0.01007
1,9195512,9199671,0.01287
1,9205800,9207417,0.00447
1,9207383,9209902,0.0115
1,9210051,9211588,0.00156
1,9211599,9214004,0.00566
1,9214072,9215557,0.00859
1,9215770,9218010,0.00358
1,9219460,9223795,7e-05
1,9224059,9225792,0.00949
1,9227378,9232437,0.00486
1,9232328,9233206,0.00827
1,9234099,9234939,0.01018
1,9241036,9244918,0.00437
1,9244981,9246652,0.01244
1,9246857,9248274,0.00112
1,9248152,9249943,0.00223
1,9250041,9251659,0.00042
1,9253599,9254167,0.00925
1,9259432,9261313,0.01225
1,9264404,9264580,0.00785
1,9270952,9272713,0.0094
1,9273684,9275193,0.00189
1,9276381,9276954,0.0045
1,9278953,9279482,0.00812
1,9280955,9281560,0.01223
1,9281791,9282341,0.00471
1,9283873,9284438,0.00457
1,9285025,9286395,0.01109
1,9286643,9290096,0.00237
1,9290870,9291301,0.00908
1,9292446,9293862,0.01022
1,9295565,9298629,0.00702
1,9298670,9300800,0.00221
1,9300806,9304328,0.00829
1,9312936,9315122,0.01263
1,9315305,9318277,0.00354
1,9317589,9319246,0.01232
1,9319643,9321512,0.00201
1,9321650,9323028,0.00969
1,9329493,9330612,0.00917
1,9330944,9331201,0.00437
1,9336057,9337938,0.00864
1,9343112,9345323,0.00152
1,9351160,9352833,0.00694
1,9355827,9357502,0.00845
1,9359325,9361833,0.00369
1,9364749,9365610,0.00649
1,9373885,9376828,0.00144
1,9376788,9377491,0.01007
1,9378404,9380790,0.00036
1,9381527,9384060,0.007
1,9386693,9390042,0.0019
1,9391609,9393188,0.00349
1,9393653,9394716,0.01187
1,9394907,9396673,0.00982
1,9396658,9399500,0.00308
1,9400326,9403905,0.00162
1,9403753,9406369,0.00691
1,9407085,9411368,0.00073
1,9412783,9417604,0.00885
1,9421009,9424084,0.00465
1,9425280,9426897,0.00451
1,9427164,9427529,0.00778
1,9427804,9428914,0.00178
1,9429008,9432310,0.00538
1,9432418,9433190,0.01056
1,9433393,9439417,0.00416
1,9439653,9446223,0.00365
1,9446597,9449046,0.00865
1,9449338,9451768,0.01206
1,9455277,9458176,0.01208
1,9463806,9465444,0.00836
1,9466237,9467076,0.0127
1,9468568,9469634,0.01243
1,9469948,9470967,0.00232
1,9472077,9473149,0.00241
1,9474027,9474990,0.00203
1,9481405,9482992,0.00451
1,9483157,9484368,0.00035
1,9484316,9486002,0.00267
1,9486889,9492632,0.00199
1,9492849,9494382,0.00403
1,9495344,9498085,0.00183
1,9498000,9499639,0.00805
1,9500892,9504023,0.00319
1,9505112,9508542,0.00428
1,9508680,9510269,0.00605
1,9510475,9512971,0.00144
1,9513081,9515050,0.01048
1,9515114,9517070,0.0003
1,9517201,9519025,0.00401
1,9519067,9520716,0.01204
1,9520825,9527280,0.0027
1,9527501,9528878,0.01243
1,9528967,9531489,0.00838
1,9531809,9534141,0.00604
1,9534488,9537614,0.00453
1,9537736,9539027,0.01102
1,9540049,9544303,0.00554
1,9544410,9546285,0.00335
1,9546373,9547073,0.00266
1,9551451,9554422,0.00395
1,9554710,9558461,0.00224
1,9558562,9562485,0.00796
1,9562487,9564031,0.00192
1,9564726,9565134,0.00511
1,9565913,9567906,0.00673
1,9568813,9569330,0.00423
1,9570397,9570962,0.00792
1,9574550,9575189,0.01002
1,9575538,9582376,0.00893
1,9589807,9591075,0.00566
1,9592088,9602917,0.00162
1,9603178,9606247,0.00345
1,9606968,9607996,0.00031
1,9608153,9610566,0.01172
1,9611053,9614336,0.0051
1,9614463,9614906,0.00196
1,9614551,9616574,0.00276
1,9621398,9626067,0.00243
1,9627533,9628749,0.0043
1,9631190,9634597,0.00926
1,9636588,9638901,0.00667
1,9639024,9640204,0.00753
1,9639859,9641902,0.00837
1,9642472,9643352,0.0038
1,9642486,9647620,0.00772
1,9648021,9649323,0.00849
1,9654475,9656089,0.0096
1,9657173,9661994,0.00689
1,9662021,9667550,0.00236
1,9668508,9671657,0.0082
1,9671632,9676307,0.00247
1,9691628,9692560,0.006
1,9693008,9696546,0.00905
1,9698298,9703944,0.00627
1,9704558,9706238,0.00463
1,9706657,9707298,0.00837
1,9708861,9714366,0.01214
1,9714136,9715176,0.00598
1,9715342,9720629,0.01163
1,9720733,9724800,0.01009
1,9726655,9729848,0.00959
1,9730959,9733000,0.01039
1,9733430,9738236,0.01
1,9740508,9742159,0.00776
1,9742137,9745796,0.00455
1,9746709,9748467,0.00763
1,9748506,9752769,0.00541
1,9752742,9753952,0.00894
1,9756674,9757963,0.01241
1,9756927,9757891,0.00605
1,9763211,9768113,0.00182
1,9768889,9771157,0.00485
1,9771793,9773389,0.00905
1,9773580,9775481,0.0017
1,9775522,9778043,0.0038
1,9778851,9782907,0.00868
1,9782847,9784091,0.00435
1,9789691,9791546,0.00894
1,9795718,9799116,0.00092
1,9801082,9804394,0.0108
1,9803641,9806899,0.00196
1,9812930,9815560,0.00724
1,9825169,9828118,0.00221
1,9829261,9829584,2e-05
1,9831876,9834510,0.01209
1,9834642,9836210,0.01144
1,9839316,9840124,0.00872
1,9841269,9842435,0.00971
1,9843023,9844561,0.0122
1,9846747,9848015,0.00737
1,9849844,9852449,0.00973
1,9854517,9860158,0.00873
1,9860291,9861568,0.01193
1,9862041,9864779,0.0058
1,9868257,9872278,0.00507
1,9874247,9875579,0.00431
1,9875527,9879433,0.00583
1,9879035,9879310,0.00264
1,9882951,9884189,0.00055
1,9885400,9887478,0.00657
1,9889101,9891015,0.01197
1,9896867,9899876,0.00788
1,9904710,9905516,0.00816
1,9906882,9907725,0.00158
1,9912203,9913837,0.00791
1,9920219,9924488,0.00978
1,9931934,9933451,0.01011
1,9933786,9935440,0.00499
1,9937001,9937755,0.00516
1,9939961,9943616,0.00093
1,9943737,9949835,0.00668
1,9951762,9953105,0.01127
1,9955774,9956980,0.0015
1,9961055,9961745,0.00255
1,9963448,9966320,0.00657
1,9966186,9968495,0.00717
1,9969246,9971681,0.00233
1,9972185,9973942,0.01181
1,9976182,9979793,0.00621
1,9979478,9987737,0.00299
1,9992661,9994656,0.00959
1,9996713,10000455,0.01133
1,10003880,10004581,0.00336
1,10006230,10006778,0.0117
1,10010124,10012258,0.00864
1,10013434,10014256,0.00599
1,10015856,10018047,0.00652
1,10018691,10020479,0.00476
1,10023817,10026311,0.01151
1,10029083,10031990,0.01214
1,10031985,10035638,0.00437
1,10035617,10037403,0.00448
1,10036601,10037872,0.00494
1,10038029,10041544,0.00267
1,10041576,10044258,0.01008
1,10044337,10046552,0.00184
1,10047276,10049343,0.00835
1,10050957,10053218,0.00923
1,10053443,10055881,0.00745
1,10058456,10063460,0.01191
1,10067563,10069177,0.00304
1,10069365,10071108,0.00644
1,10071609,10073549,0.00594
1,10074359,10076457,0.00964
1,10078189,10079909,0.0049
1,10080042,10081604,0.00486
1,10081871,10083122,0.00491
1,10083500,10085030,0.00966
1,10086366,10089772,4e-05
1,10095674,10096374,0.00398
1,10103081,10104883,0.00992
1,10105047,10107645,0.00864
1,10109500,10111738,0.00194
1,10112564,10114491,0.00728
1,10114912,10115749,0.00593
1,10117715,10119085,0.01264
1,10120300,10122973,0.00344
1,10124286,10127098,0.0109
1,10128999,10133992,0.00783
1,10133983,10136124,0.00424
1,10135451,10136241,0.00479
1,10136246,10139228,0.0059
1,10147605,10149780,0.00537
1,10149791,10151407,0.00085
1,10157494,10158805,0.00832
1,10162795,10164452,0.01099
1,10168717,10169916,0.01204
1,10171683,10173071,0.00142
1,10174162,10178521,0.00815
1,10178902,10180225,0.00708
1,10180302,10182808,0.0045
1,10183390,10184512,0.00029
1,10190137,10195213,0.00529
1,10198764,10200255,0.00965
1,10199628,10200962,0.00336
1,10202414,10203491,0.00319
1,10207577,10210622,0.00396
1,10210520,10212722,0.0071
1,10214681,10216563,0.00662
1,10216779,10219942,0.00854
1,10223266,10224799,0.0031
1,10224815,10226322,0.00639
1,10229808,10231384,0.00568
1,10236337,10237990,0.01081
1,10244453,10245874,0.01168
1,10247707,10249704,0.00955
1,10252241,10254792,0.00441
1,10255250,10258343,0.00497
1,10258248,10261232,0.01206
1,10264043,10266917,0.00415
1,10268421,10273821,0.00431
1,10274048,10275539,1e-05
1,10277748,10283225,0.00341
1,10283396,10286164,0.01056
1,10286067,10288103,0.01168
1,10288129,10289666,0.00396
1,10289998,10294630,0.0103
1,10297750,10300073,0.00057
1,10300631,10301302,0.0013
1,10301377,10302099,0.0116
1,10302585,10303418,0.01227
1,10303890,10305584,0.00708
1,10304507,10305108,0.01149
1,10305553,10306595,0.00787
1,10307352,10308246,0.00674
1,10308520,10309896,0.00394
1,10310131,10314147,0.01139
1,10317936,10318711,0.01145
1,10319732,10320402,0.00779
1,10321011,10321978,0.00563
1,10322423,10323239,0.00074
1,10323636,10324826,0.00163
1,10324745,10326848,0.00295
1,10327138,10329116,0.00137
1,10327346,10328105,0.00111
1,10330425,10332326,0.00316
1,10332371,10335714,0.00603
1,10335910,10337854,0.00609
1,10338443,10339146,0.00481
1,10339992,10341832,0.0033
1,10343785,10346364,1e-05
1,10347363,10349017,0.00197
1,10349427,10353833,0.00682
1,10355638,10356482,0.01194
1,10371675,10374005,0.00265
1,10375599,10377871,0.00624
1,10377790,10378961,0.00126
1,10379020,10382153,0.0031
1,10384945,10387441,0.00422
1,10387514,10389286,0.01183
1,10393659,10399873,0.00413
1,10400564,10405913,0.00199
1,10407220,10413119,0.00594
1,10413853,10420774,0.00737
1,10422292,10424513,0.00253
1,10424463,10425801,0.00964
1,10425622,10426947,0.00849
1,10426950,10427615,0.00353
1,10429718,10432123,0.0005
1,10432599,10435441,0.00504
1,10435374,10437558,0.00334
1,10437657,10440786,0.00463
1,10441053,10445657,0.0033
1,10445619,10447753,0.00945
1,10447347,10449969,0.01213
1,10454433,10455874,0.01171
1,10456902,10458782,0.00695
1,10459457,10462967,0.00187
1,10463029,10467452,0.00719
1,10467956,10472211,0.00235
1,10472280,10473502,0.00048
1,10474656,10475969,0.00159
1,10477885,10479114,0.00751
1,10479007,10486824,0.00371
1,10491698,10494598,0.00784
1,10494627,10496205,0.01232
1,10496730,10497287,0.01258
1,10498310,10499462,0.01238
1,10498351,10501498,0.0046
1,10503239,10506189,0.00797
1,10507533,10509151,0.01026
1,10509156,10512558,0.01004
1,10513151,10516385,0.00018
1,10515874,10516347,0.00699
1,10537457,10540044,0.0128
1,10543022,10544594,0.01219
1,10545087,10545906,0.0018
1,10546511,10548236,0.00305
1,10550855,10553295,0.00939
1,10559496,10561545,0.00381
1,10571310,10573365,0.00582
1,10581735,10584152,0.00415
1,10584105,10586680,0.00643
1,10587471,10590209,0.00762
1,10596352,10597341,0.01251
1,10598542,10599696,0.00069
1,10606159,10607944,0.00593
1,10607888,10609618,0.00974
1,10618893,10620067,0.00198
1,10625000,10627135,0.00601
1,10627185,10630630,0.00356
1,10632720,10635581,0.00073
1,10638878,10640941,0.01101
1,10641031,10646195,0.0072
1,10646842,10647650,0.00852
1,10650914,10651829,0.00945
1,10654800,10658924,0.00915
1,10662608,10664668,0.00883
1,10670129,10672836,0.00049
1,10672973,10675455,0.00202
1,10680079,10683137,0.00666
1,10685822,10690988,0.01246
1,10709999,10711667,0.00198
1,10715482,10718997,0.00668
1,10719065,10720843,0.00749
1,10722183,10723247,0.00532
1,10727317,10738092,0.00243
1,10738683,10747563,0.00386
1,10748261,10756695,0.00711
1,10758743,10762429,0.00332
1,10762708,10769616,0.00661
1,10769722,10770775,0.01018
1,10770813,10775428,0.01188
1,10779111,10786697,0.00542
1,10786979,10788683,0.00847
1,10788226,10790241,0.00742
1,10790022,10792725,0.00739
1,10796124,10801093,0.01153
1,10804450,10806428,0.00399
1,10806930,10809188,0.00294
1,10809200,10809939,0.00971
1,10810397,10813779,0.01235
1,10814612,10816615,0.01107
1,10816616,10819419,0.01267
1,10819495,10822055,0.00858
1,10822161,10823903,0.01174
1,10824637,10826405,0.00987
1,10828373,10831656,0.01049
1,10831673,10835635,0.00637
1,10835735,10840872,0.01101
1,10841107,10845242,0.00797
1,10846513,10850724,0.0063
1,10854517,10858280,0.0099
1,10858232,10860322,0.00966
1,10860619,10865074,0.00495
1,10868218,10871297,0.00814
1,10876724,10879143,0.00609
1,10879173,10880188,0.00176
1,10881479,10886472,0.00904
1,10887607,10890407,0.01106
1,10892445,10894714,0.00904
1,10895252,10897127,0.00225
1,10897925,10899975,0.00414
1,10900681,10902626,0.00222
1,10902995,10904739,0.0094
1,10904775,10905724,0.00019
1,10905731,10909760,0.00552
1,10908980,10909784,0.00612
1,10918267,10920709,0.00292
1,10923919,10926561,0.00062
1,10932713,10934066,0.00634
1,10935684,10936396,0.00773
1,10936765,10942292,0.00832
1,10936923,10938099,0.00448
1,10942648,10944727,0.00783
1,10944908,10949482,0.0127
1,10960908,10963231,0.00524
1,10974383,10976298,0.00968
1,10979646,10980725,0.00189
1,10985063,10986295,0.00925
1,10986496,10989593,0.00717
1,10991478,10993083,0.00358
1,10993002,10994152,0.01127
1,10994243,10996223,0.00087
1,10996870,11000809,0.00014
1,11000862,11003226,0.00659
1,11004084,11005444,0.00889
1,11009888,11012280,0.00192
1,11014783,11015913,0.00475
1,11035992,11037508,0.00234
1,11037552,11040084,0.00669
1,11040250,11043773,0.00433
1,11044628,11045466,0.00776
1,11046969,11047816,0.00049
1,11051999,11053295,0.00554
1,11053377,11054567,0.0091
1,11054731,11056959,0.01092
1,11057105,11059037,0.01145
1,11069510,11072564,0.00736
1,11075398,11079289,0.00947
1,11084666,11088589,0.00074
1,11091832,11092899,0.00225
1,11094407,11095649,0.00571
1,11102778,11103644,0.01191
1,11104237,11108095,0.0093
1,11114693,11116195,0.00187
1,11117941,11119785,0.00587
1,11119827,11122675,0.00517
1,11122604,11124220,0.00897
1,11128732,11130239,0.00211
1,11133410,11135189,0.0069
1,11140471,11142716,0.01211
1,11142461,11144717,0.00405
1,11144772,11146930,0.00604
1,11146923,11147547,0.00445
1,11156698,11158683,0.0048
1,11158618,11163274,0.00755
1,11163858,11164928,0.01073
1,11164639,11165022,0.00214
1,11166557,11167547,0.00638
1,11169450,11170396,0.00386
1,11175559,11177362,0.00304
1,11178349,11179203,0.00621
1,11181504,11185396,0.01216
1,11188120,11192585,0.00972
1,11193625,11196397,0.00052
1,11198353,11200141,0.01212
1,11212958,11214567,0.01251
1,11214676,11216141,0.00519
1,11216810,11217546,0.00533
1,11217695,11219618,0.00565
1,11221267,11222827,0.00664
1,11232318,11237594,0.01169
1,11238298,11239363,0.00865
1,11240451,11241099,0.01073
1,11243182,11244392,0.01132
1,11245225,11246561,0.00644
1,11246817,11249587,0.00594
1,11249600,11253915,0.00783
1,11253912,11255745,0.00548
1,11255836,11258814,0.00931
1,11259851,11261234,0.00715
1,11261443,11263364,0.002
1,11262918,11264963,0.00247
1,11265816,11271701,0.0075
1,11271228,11273294,0.0031
1,11273573,11276636,0.01134
1,11277417,11278462,0.00483
1,11278983,11279639,0.00954
1,11281188,11282468,0.00923
1,11288378,11293799,0.01186
1,11295446,11297379,0.01163
1,11297813,11298409,0.00228
1,11310997,11311989,0.00142
1,11312961,11316582,0.00611
1,11316941,11317894,0.00124
1,11318528,11319547,0.0046
1,11322692,11324176,0.00698
1,11326251,11330791,0.00212
1,11330924,11333540,0.00483
1,11337536,11341889,0.00808
1,11343854,11347945,0.00373
1,11349697,11355587,0.00439
1,11356076,11358095,0.00697
1,11359512,11364288,0.01285
1,11365285,11369839,0.00783
1,11370585,11372197,0.00525
1,11372394,11374301,0.00604
1,11374760,11377885,0.01107
1,11377879,11379734,0.00733
1,11391199,11394748,0.00121
1,11394690,11396018,0.00989
1,11396402,11399714,0.01088
1,11399607,11406809,0.007
1,11410766,11412233,0.0056
1,11412392,11414502,0.0061
1,11414695,11416444,0.01239
1,11416451,11418464,0.01242
1,11418589,11420961,0.00133
1,11422636,11423684,0.00674
1,11423906,11426818,0.00251
1,11430100,11434115,0.00299
1,11434060,11436607,0.00722
1,11436719,11440275,0.00822
1,11445490,11450232,0.00061
1,11450315,11452068,0.004
1,11456802,11463896,0.00404
1,11461855,11463857,0.00076
1,11464934,11469207,0.00606
1,11470056,11471481,0.01002
1,11475623,11478548,0.0114
1,11479133,11479654,0.00977
1,11479763,11482890,0.01274
1,11488002,11489318,0.00902
1,11508285,11508909,0.00731
1,11509341,11512040,0.00742
1,11512552,11513067,0.00754
1,11514594,11515595,0.00097
1,11528385,11531350,0.00299
1,11532199,11534639,0.00752
1,11534607,11536437,0.00938
1,11537242,11539896,0.0083
1,11539993,11544166,0.01179
1,11546160,11548016,0.0038
1,11552426,11556391,0.01237
1,11556744,11558702,0.00376
1,11558755,11561920,0.00622
1,11562742,11564833,0.00857
1,11565494,11568645,0.01231
1,11568654,11570438,0.01109
1,11575320,11578030,6e-05
1,11586391,11590035,0.00659
1,11592927,11596056,0.00439
1,11601671,11605174,0.00031
1,11605606,11607866,0.00438
1,11607854,11609968,0.00622
1,11610114,11610625,0.00791
1,11611891,11617419,0.00985
1,11625616,11630745,0.00356
1,11639741,11640393,0.00059
1,11640558,11641889,0.01057
1,11642593,11645237,0.00963
1,11646189,11647001,0.0016
1,11651327,11653380,0.0091
1,11653500,11654833,0.01152
1,11655156,11656073,0.01143
1,11656964,11660471,0.00425
1,11661815,11662122,0.01112
1,11663008,11666120,0.00636
1,11666886,11668690,0.00601
1,11672766,11675387,0.00033
1,11675531,11676748,0.00408
1,11676925,11678692,0.00223
1,11678886,11680839,0.00351
1,11681734,11684520,0.00505
1,11689064,11691588,0.00583
1,11693799,11695575,0.00191
1,11695596,11697964,0.003
1,11701995,11702903,0.00064
1,11704932,11706357,0.00276
1,11711944,11715162,0.00862
1,11715147,11719988,0.00254
1,11738118,11739326,0.00822
1,11739304,11740399,0.01181
1,11741083,11741990,0.00722
1,11742006,11749788,0.00925
1,11749798,11752190,0.00138
1,11756691,11758118,0.00255
1,11758211,11759324,0.0033
1,11759427,11762635,0.00278
1,11767485,11770049,0.01006
1,11771621,11774294,0.00799
1,11774484,11775442,0.0021
1,11776765,11777557,0.00401
1,11780623,11781703,0.00074
1,11783543,11785704,0.0082
1,11785806,11788286,0.00043
1,11788515,11789177,0.00996
1,11794802,11795683,0.01235
1,11795609,11797221,0.00481
1,11797330,11801359,0.00105
1,11798119,11801407,0.00273
1,11810531,11810724,0.01175
1,11811040,11812380,0.0041
1,11820872,11821824,0.00847
1,11827359,11829933,0.00328
1,11833113,11833706,0.00549
1,11834902,11836631,0.00511
1,11840910,11843308,0.00628
1,11844660,11846347,0.00201
1,11846247,11856765,0.01053
1,11858080,11859468,0.00938
1,11860407,11860923,0.00496
1,11865229,11867154,0.01143
1,11869752,11872926,0.01052
1,11874508,11877549,0.00732
1,11881311,11886015,0.00898
1,11902629,11907049,0.00639
1,11907044,11909049,0.01124
1,11911631,11913947,0.01057
1,11913928,11914735,0.00776
1,11920390,11923866,0.00388
1,11925320,11927302,0.00442
1,11928757,11929993,0.01279
1,11931149,11931801,0.0013
1,11931842,11934759,0.01087
1,11937183,11941116,0.01273
1,11941048,11944824,0.00033
1,11945250,11948650,0.00274
1,11948650,11951982,0.01271
1,11953089,11953899,0.00752
1,11954278,11955362,0.00892
1,11955656,11957402,0.00573
1,11959287,11960591,0.00555
1,11962746,11964832,0.00163
1,11964776,11966320,0.00353
1,11966423,11967843,0.00678
1,11967783,11971532,0.0023
1,11971308,11972580,0.00462
1,11975307,11978622,1e-05
1,11982889,11985299,0.00929
1,11985650,11990520,0.0005
1,11993298,11996712,0.00691
1,11997500,12001421,0.01287
1,12002238,12003005,0.01008
1,12004854,12008852,0.00473
1,12010879,12012547,0.00273
1,12023225,12024783,0.00221
1,12026936,12030539,0.00923
1,12044872,12045879,0.00375
1,12046379,12050095,0.00866
1,12051361,12054753,0.01133
1,12057198,12059792,0.00203
1,12064323,12066454,0.00929
1,12066595,12068101,0.00288
1,12068063,12070455,0.01088
1,12072611,12073965,0.00927
1,12074099,12076289,0.00243
1,12081009,12083619,0.00083
1,12084914,12086883,0.00741
1,12087196,12088999,0.00073
1,12089249,12091743,0.00175
1,12089635,12089662,0.00058
1,12091780,12096486,0.00987
1,12099482,12104680,0.00194
1,12104708,12109531,0.00254
1,12109561,12118861,0.01022
1,12120886,12123576,0.012
1,12124237,12126481,0.01231
1,12127389,12130444,0.00788
