chr,start,end
1,26788861,26790262
1,26790549,26793319
1,26795052,26796532
1,26796725,26800483
1,26803097,26804292
1,26805651,26807183
1,26807183,26809520
1,26809720,26811848
1,26812156,26814173
1,26814260,26815922
1,26817878,26821094
1,26821072,26822487
1,26822517,26823671
1,26824564,26826914
1,26827146,26828674
1,26828701,26830208
1,26830603,26832123
1,26832267,26833709
1,26833406,26835060
1,26835200,26837991
1,26838289,26841507
1,26841550,26851959
1,26852406,26854419
1,26854559,26855222
1,26855331,26859844
1,26860110,26861726
1,26861657,26863454
1,26863587,26870015
1,26870093,26872152
1,26872643,26873242
1,26874064,26878319
1,26877745,26880064
1,26882485,26883818
1,26884014,26885169
1,26885170,26888364
1,26888368,26891284
1,26891956,26894856
1,26897005,26899434
1,26899765,26901976
1,26906401,26908975
1,26909792,26912597
1,26912726,26917732
1,26917786,26920099
1,26920440,26921152
1,26921060,26924431
1,26927012,26928056
1,26927984,26930347
1,26930706,26931568
1,26931852,26933313
1,26932905,26935825
1,26935982,26937607
1,26938369,26939267
1,26939567,26942952
1,26944587,26947219
1,26947754,26949248
1,26948743,26951547
1,26952545,26955127
1,26964087,26966688
1,26966766,26970603
1,26970968,26973464
1,26973567,26981046
1,26983615,26985990
1,26985969,26986909
1,26987245,26987637
1,26987775,26989199
1,26989318,26990617
1,26990525,26994259
1,26994977,26996673
1,26996805,26999067
1,26999374,27002458
1,27002414,27008184
1,27009564,27017124
1,27018158,27022117
1,27022138,27024551
1,27024731,27026363
1,27026677,27029092
1,27029116,27030560
1,27030427,27031461
1,27032221,27035182
1,27054030,27056464
1,27058381,27060786
1,27061461,27064530
1,27064932,27066109
1,27066948,27069166
1,27074702,27077991
1,27078524,27080248
1,27080184,27081641
1,27082394,27088248
1,27092893,27094035
1,27097703,27100202
1,27100210,27102292
1,27103277,27105663
1,27107558,27109275
1,27109291,27110593
1,27110832,27111932
1,27111894,27114399
1,27115016,27117509
1,27118177,27119011
1,27118621,27119918
1,27120157,27122783
1,27123567,27126950
1,27127170,27128978
1,27128995,27131469
1,27132014,27134101
1,27134108,27136403
1,27137102,27139384
1,27141765,27144490
1,27145146,27145322
1,27148261,27150994
1,27153555,27155793
1,27156321,27157809
1,27157875,27159735
1,27162820,27167430
1,27167363,27169754
1,27169759,27171410
1,27179458,27182456
1,27184245,27185883
1,27188036,27189358
1,27190036,27190754
1,27192740,27198379
1,27198356,27199468
1,27199623,27209096
1,27209404,27211500
1,27211821,27214688
1,27215787,27216857
1,27217368,27221265
1,27225665,27227545
1,27228059,27233167
1,27233418,27236822
1,27236797,27238720
1,27239273,27239947
1,27241696,27242968
1,27242845,27244931
1,27245082,27251672
1,27251710,27257081
1,27258747,27260521
1,27261087,27263828
1,27264602,27265806
1,27268092,27273935
1,27273968,27276562
1,27279341,27281830
1,27283628,27285973
1,27285999,27288522
1,27288900,27291107
1,27295147,27298715
1,27303323,27304927
1,27308513,27312756
1,27312954,27314644
1,27314877,27316669
1,27315740,27316417
1,27319688,27324112
1,27324367,27330031
1,27331381,27333698
1,27334076,27334771
1,27335531,27337123
1,27338034,27340328
1,27339114,27340044
1,27341021,27342466
1,27344181,27345585
1,27346156,27348256
1,27348261,27349219
1,27349393,27353748
1,27353765,27356852
1,27356459,27358863
1,27359109,27361024
1,27361146,27361958
1,27365772,27371784
1,27372197,27376730
1,27376682,27377473
1,27377759,27380182
1,27380260,27382924
1,27383320,27384524
1,27383530,27383850
1,27385130,27388534
1,27389948,27393327
1,27394598,27396799
1,27397089,27398500
1,27397877,27400474
1,27402814,27404674
1,27405145,27408221
1,27409196,27413851
1,27413881,27415483
1,27416228,27420946
1,27420939,27423338
1,27423385,27426215
1,27429916,27432003
1,27432178,27433782
1,27435306,27437192
1,27437899,27439209
1,27439240,27440464
1,27441981,27443859
1,27444415,27445997
1,27446069,27451067
1,27452748,27455964
1,27456043,27456949
1,27457266,27462487
1,27462983,27463968
1,27464528,27466348
1,27469496,27473660
1,27473763,27475122
1,27475060,27475962
1,27476565,27478534
1,27478970,27481561
1,27481734,27482171
1,27481785,27484078
1,27484240,27488204
1,27488217,27490831
1,27491184,27494182
1,27494121,27496969
1,27497176,27498062
1,27498929,27502273
1,27502021,27503834
1,27503973,27506406
1,27506485,27508185
1,27508444,27509272
1,27511176,27514837
1,27516572,27517882
1,27517891,27521710
1,27521944,27523332
1,27523043,27526818
1,27527752,27530952
1,27538190,27540235
1,27540228,27541952
1,27542147,27544920
1,27544969,27546479
1,27547098,27548282
1,27549021,27552517
1,27552650,27555322
1,27556168,27558774
1,27559483,27562636
1,27562441,27565177
1,27565394,27567222
1,27567419,27568281
1,27568714,27569823
1,27573114,27575273
1,27575377,27577283
1,27578421,27582685
1,27584364,27588978
1,27589015,27590838
1,27590810,27595752
1,27598033,27600281
1,27601593,27603317
1,27603655,27611120
1,27611354,27612815
1,27613420,27619095
1,27619535,27625140
1,27625116,27628325
1,27628678,27632840
1,27633183,27634990
1,27639091,27640643
1,27642386,27643295
1,27643609,27645525
1,27645552,27646743
1,27647756,27648709
1,27649695,27650471
1,27650992,27654025
1,27654744,27655769
1,27659673,27663253
1,27669152,27673572
1,27674288,27674976
1,27676182,27676888
1,27678313,27680060
1,27681358,27683173
1,27684673,27685614
1,27686672,27688127
1,27688123,27690307
1,27690350,27691819
1,27691893,27697372
1,27699871,27703449
1,27703944,27707657
1,27714910,27717420
1,27717380,27719741
1,27721190,27724954
1,27724991,27730031
1,27730031,27732683
1,27734024,27736363
1,27736546,27739210
1,27739168,27742008
1,27742081,27743565
1,27743685,27744453
1,27744649,27745429
1,27744790,27749248
1,27752342,27755297
1,27755454,27757463
1,27759941,27761588
1,27763617,27766372
1,27766941,27770841
1,27770870,27776883
1,27778984,27780809
1,27780855,27784920
1,27784928,27786804
1,27786864,27787708
1,27787903,27788658
1,27789208,27790678
1,27790737,27794928
1,27795040,27798005
1,27798237,27799695
1,27799696,27804687
1,27804879,27814519
1,27815627,27816468
1,27816778,27820170
1,27820060,27824127
1,27824355,27829039
1,27829051,27831536
1,27832095,27834207
1,27835123,27837443
1,27839159,27842132
1,27839443,27839775
1,27842109,27845782
1,27846012,27846840
1,27847038,27849008
1,27849217,27851437
1,27849230,27849820
1,27851460,27853269
1,27855578,27857598
1,27861116,27862822
1,27862814,27864193
1,27864345,27865694
1,27866667,27868368
1,27871174,27873332
1,27873611,27876033
1,27876905,27879780
1,27880380,27883857
1,27885911,27891436
1,27891494,27896436
1,27897040,27902025
1,27902590,27906168
1,27906909,27909358
1,27910314,27912941
1,27912931,27914161
1,27914602,27917097
1,27917249,27920192
1,27920241,27922722
1,27922725,27927962
1,27928171,27929537
1,27929643,27931364
1,27931836,27934268
1,27935156,27936608
1,27936508,27940369
1,27940594,27943204
1,27943243,27947886
1,27948045,27951668
1,27949022,27951413
1,27954129,27958114
1,27958086,27959400
1,27959527,27961487
1,27960725,27960970
1,27961537,27963954
1,27963926,27965390
1,27965534,27967926
1,27967771,27969965
1,27975168,27977434
1,27976502,27980456
1,27982453,27984280
1,27986797,27987856
1,27987890,27989865
1,27991165,27993445
1,27993032,27994178
1,27994652,27996794
1,27997919,27998821
1,28005264,28007748
1,28007961,28009451
1,28009465,28012634
1,28013180,28015049
1,28016045,28017711
1,28017584,28020059
1,28020548,28023905
1,28023627,28024860
1,28024840,28027869
1,28028252,28029001
1,28030465,28032556
1,28032562,28034863
1,28041146,28043022
1,28045472,28048289
1,28053030,28054149
1,28053944,28055437
1,28059108,28061130
1,28061159,28064771
1,28065014,28067423
1,28070295,28074177
1,28074927,28078831
1,28078852,28079987
1,28079946,28082671
1,28085753,28089642
1,28089172,28094956
1,28095729,28098225
1,28098464,28101896
1,28101762,28105193
1,28107822,28111940
1,28111808,28112579
1,28113194,28115281
1,28115443,28117422
1,28118664,28122577
1,28123301,28126076
1,28126928,28128790
1,28128470,28129745
1,28129828,28131077
1,28131447,28133025
1,28133933,28135667
1,28135361,28138971
1,28138997,28142837
1,28143851,28145058
1,28143997,28144098
1,28145978,28147485
1,28148574,28150446
1,28151920,28156350
1,28157386,28159317
1,28159715,28160510
1,28163344,28164814
1,28164828,28170113
1,28170752,28173678
1,28174187,28175456
1,28177670,28179022
1,28180057,28181246
1,28181275,28183517
1,28185504,28188075
1,28187447,28189765
1,28190740,28194068
1,28194005,28196033
1,28196857,28198945
1,28199140,28199887
1,28199938,28201975
1,28202053,28204362
1,28204387,28208590
1,28209407,28211826
1,28213666,28215887
1,28215836,28218801
1,28219225,28220372
1,28220626,28223785
1,28223836,28229082
1,28229026,28233134
1,28234086,28237290
1,28241011,28242795
1,28244317,28245581
1,28247641,28249485
1,28250075,28251469
1,28251626,28253686
1,28253722,28255173
1,28255495,28257040
1,28260801,28266323
1,28266259,28268416
1,28268541,28269002
1,28268968,28272081
1,28272071,28273009
1,28274588,28276589
1,28276281,28280033
1,28281195,28284168
1,28291698,28293008
1,28296886,28299768
1,28299786,28302728
1,28305218,28307548
1,28307893,28309610
1,28313379,28315122
1,28314458,28318375
1,28327698,28329764
1,28330054,28331300
1,28335502,28336990
1,28337726,28340275
1,28346998,28348776
1,28351522,28353549
1,28359309,28361815
1,28365824,28367738
1,28368447,28370061
1,28371141,28373301
1,28377377,28378310
1,28382813,28383769
1,28390665,28391585
1,28394763,28396677
1,28400439,28402355
1,28403371,28407182
1,28408134,28415118
1,28415152,28416961
1,28417052,28419635
1,28421730,28423520
1,28423495,28425112
1,28428671,28431339
1,28433919,28434261
1,28434524,28435489
1,28435625,28439835
1,28441501,28442435
1,28446632,28448735
1,28449905,28451148
1,28451138,28453820
1,28451154,28451792
1,28454781,28457528
1,28458691,28460961
1,28461444,28462366
1,28463344,28466971
1,28472357,28472898
1,28475649,28477802
1,28477768,28483946
1,28484129,28486077
1,28486229,28487443
1,28490443,28492578
1,28492944,28495246
1,28498821,28501254
1,28501434,28503283
1,28504041,28507168
1,28508072,28509881
1,28511142,28514284
1,28515245,28515916
1,28516519,28517896
1,28517939,28519938
1,28522554,28524418
1,28524404,28526848
1,28528059,28531771
1,28532045,28533694
1,28533710,28537194
1,28537593,28540707
1,28540784,28543227
1,28543100,28543850
1,28544338,28545708
1,28546382,28547611
1,28547786,28549586
1,28550202,28551836
1,28553883,28554930
1,28555034,28557615
1,28558630,28560473
1,28560629,28564159
1,28571119,28575036
1,28574740,28577700
1,28577842,28581315
1,28583850,28586418
1,28586663,28587931
1,28590325,28591531
1,28592059,28592820
1,28593211,28594750
1,28594950,28595996
1,28597376,28598420
1,28599678,28600491
1,28602705,28603932
1,28606444,28609225
1,28610193,28613263
1,28613207,28616785
1,28617577,28622777
1,28623398,28625408
1,28625871,28627408
1,28627694,28630789
1,28631223,28634588
1,28634881,28636968
1,28639453,28643086
1,28643038,28646721
1,28648327,28650577
1,28651069,28654660
1,28655208,28658711
1,28658554,28661710
1,28661789,28663826
1,28668664,28669652
1,28671806,28674045
1,28678935,28682062
1,28682084,28683785
1,28684551,28686244
1,28686181,28689208
1,28688781,28689163
1,28689766,28691659
1,28692070,28693428
1,28695760,28698852
1,28704963,28706691
1,28708339,28712968
1,28714765,28717910
1,28718069,28720371
1,28720328,28722550
1,28722657,28727111
1,28728206,28728976
1,28728998,28730851
1,28734207,28738967
1,28740540,28742231
1,28746833,28747848
1,28750872,28751875
1,28756521,28759332
1,28759478,28765042
1,28765254,28765866
1,28766750,28768138
1,28768759,28771538
1,28772563,28775002
1,28776626,28778837
1,28778622,28780483
1,28780408,28783257
1,28786290,28787328
1,28789698,28792719
1,28794144,28800402
1,28802633,28802734
1,28802753,28804858
1,28805114,28810647
1,28811040,28811721
1,28811685,28813164
1,28813454,28814378
1,28814434,28822256
1,28822186,28823727
1,28829243,28830278
1,28830902,28836748
1,28837573,28842566
1,28844644,28845905
1,28846566,28847288
1,28847871,28854499
1,28854414,28855750
1,28856839,28858851
1,28865314,28868225
1,28873052,28875435
1,28881539,28885023
1,28887218,28888104
1,28891976,28893721
1,28895301,28897120
1,28902318,28904420
1,28906441,28911584
1,28914446,28915102
1,28917866,28918537
1,28918791,28919764
1,28920317,28920976
1,28921137,28922431
1,28922415,28925468
1,28925708,28927391
1,28932119,28936371
1,28937319,28937798
1,28940147,28942639
1,28942710,28944827
1,28944843,28947186
1,28947743,28951655
1,28951643,28953580
1,28955483,28960234
1,28960312,28961974
1,28962465,28963321
1,28965772,28967015
1,28970714,28974805
1,28975255,28977417
1,28977357,28978750
1,28978864,28981345
1,28983934,28988035
1,28989838,28991454
1,28992876,28993170
1,28995146,28996594
1,28998038,28999600
1,28999577,29002143
1,29004163,29005281
1,29008901,29012096
1,29012674,29015846
1,29016120,29019768
1,29017958,29019789
1,29020176,29023474
1,29023712,29027108
1,29027753,29031386
1,29030998,29034822
1,29038366,29040217
1,29039922,29049454
1,29051498,29056431
1,29056427,29062978
1,29062945,29064637
1,29068343,29070037
1,29070225,29071899
1,29071983,29073729
1,29073840,29074893
1,29074879,29077390
1,29081654,29084285
1,29085575,29086925
1,29087126,29088521
1,29088657,29093264
1,29093499,29095719
1,29096020,29098494
1,29099839,29101759
1,29103608,29111956
1,29111948,29114548
1,29114449,29117344
1,29117500,29121093
1,29121226,29125204
1,29126648,29129700
1,29130375,29132272
1,29133936,29134531
1,29135904,29137640
1,29137626,29138282
1,29138277,29143050
1,29143350,29144011
1,29144025,29147646
1,29148160,29152395
1,29152642,29162448
1,29165170,29167773
1,29167764,29173032
1,29173409,29175629
1,29178705,29179877
1,29181110,29182261
1,29182608,29183172
1,29185838,29187932
1,29188843,29191079
1,29191720,29196290
1,29196543,29197071
1,29200417,29203418
1,29204747,29206511
1,29206567,29208145
1,29210496,29214135
1,29214220,29215832
1,29220349,29224426
1,29229990,29231727
1,29235721,29239484
1,29244775,29246281
1,29246074,29248150
1,29248300,29249528
1,29250692,29251976
1,29253332,29260617
1,29260621,29263119
1,29263348,29263650
1,29267160,29267752
1,29268336,29270700
1,29272074,29275507
1,29277083,29278631
1,29282162,29284480
1,29284963,29286340
1,29285902,29287190
1,29289873,29290925
1,29292075,29296160
1,29296138,29296407
1,29298243,29300945
1,29300971,29303570
1,29302716,29303519
1,29303864,29305411
1,29306824,29311194
1,29310021,29313571
1,29314841,29317186
1,29317767,29323352
1,29327515,29333220
1,29333412,29336484
1,29338530,29339760
1,29342157,29343824
1,29344539,29347183
1,29347581,29349755
1,29349679,29352946
1,29354944,29359032
1,29364072,29366207
1,29373803,29376639
1,29387672,29389222
1,29391630,29393334
1,29393813,29396105
1,29400140,29401902
1,29401759,29404025
1,29404648,29406752
1,29407608,29410484
1,29413874,29415197
1,29415477,29416592
1,29416837,29418561
1,29418620,29418994
1,29419466,29421922
1,29422716,29424589
1,29425721,29427181
1,29430052,29432764
1,29432829,29436674
1,29446861,29450515
1,29450563,29452417
1,29452555,29457373
1,29457205,29459493
1,29461391,29463389
1,29463548,29465249
1,29467412,29468394
1,29472845,29474003
1,29481869,29483009
1,29484120,29485389
1,29486387,29488007
1,29490705,29492875
1,29498194,29499682
1,29502506,29503938
1,29504532,29507680
1,29508951,29511021
1,29511561,29513100
1,29516989,29518028
1,29518184,29519323
1,29521770,29523191
1,29523982,29526284
1,29525501,29526363
1,29526861,29530669
1,29531467,29535204
1,29535060,29537482
1,29537806,29538712
1,29539086,29540865
1,29540984,29544875
1,29544902,29546518
1,29546559,29548866
1,29549540,29552438
1,29552340,29560912
1,29564241,29566812
1,29566863,29568931
1,29568961,29572572
1,29573657,29575801
1,29575806,29577880
1,29579715,29580644
1,29581170,29581988
1,29582907,29585665
1,29585677,29588389
1,29590904,29593544
1,29593756,29596308
1,29596478,29598662
1,29599349,29601682
1,29601253,29604610
1,29605457,29607678
1,29607689,29609441
1,29610494,29611492
1,29612904,29614884
1,29615096,29616738
1,29616919,29621447
1,29621340,29623337
1,29623205,29625078
1,29625587,29628024
1,29628234,29630578
1,29631743,29632791
1,29634096,29635931
1,29636818,29638773
1,29639290,29641018
1,29641860,29643535
1,29646003,29647691
1,29650376,29652627
1,29652633,29655949
1,29656430,29658634
1,29658116,29660006
1,29660088,29665078
1,29665166,29667656
1,29667565,29671341
1,29671413,29677537
1,29676755,29677815
1,29677904,29680757
1,29680782,29684180
1,29684236,29688800
1,29688906,29694255
1,29696394,29701439
1,29703055,29708175
1,29707625,29711421
1,29713316,29715017
1,29715072,29716255
1,29716350,29724748
1,29724796,29727028
1,29727044,29730593
1,29730642,29734444
1,29735952,29737009
1,29736959,29740179
1,29741728,29743766
1,29744271,29745815
1,29746972,29749085
1,29749101,29753330
1,29753648,29754256
1,29754536,29755988
1,29759030,29760789
1,29764089,29768793
1,29771218,29771887
1,29772510,29778016
1,29779517,29780876
1,29782273,29782622
1,29786257,29787820
1,29788466,29794251
1,29794373,29796114
1,29796081,29798836
1,29798851,29800571
1,29800563,29804033
1,29810134,29812683
1,29813146,29814351
1,29815470,29819678
1,29818970,29833016
1,29833839,29835728
1,29836644,29838140
1,29838551,29840317
1,29842587,29844638
1,29844621,29853466
1,29853960,29855872
1,29857934,29860163
1,29860491,29863316
1,29863225,29864330
1,29864992,29867840
1,29867854,29869784
1,29871326,29874329
1,29877228,29879279
1,29882121,29887414
1,29887616,29890211
1,29890367,29894646
1,29894569,29897166
1,29897597,29899604
1,29898481,29898828
1,29900443,29903319
1,29903353,29906653
1,29908013,29909988
1,29911381,29914967
1,29915902,29919408
1,29919975,29923124
1,29924023,29926636
1,29926624,29932585
1,29932578,29938856
1,29940803,29943713
1,29946185,29948807
1,29949910,29952726
1,29952873,29957201
1,29957390,29962323
1,29962645,29965795
1,29966313,29971640
1,29971989,29975359
1,29975667,29976773
1,29976725,29979356
1,29979973,29982819
1,29985046,29990388
1,29990336,29993766
1,29994962,29997201
1,29997127,29999045
1,30000538,30004083
1,30004057,30007190
1,30007288,30011690
1,30011981,30013495
1,30014233,30015392
1,30015712,30016856
1,30016671,30018234
1,30018490,30019315
1,30019744,30022486
1,30022260,30027634
1,30027569,30033907
1,30036956,30041440
1,30041243,30041952
1,30041989,30044297
1,30044746,30046148
1,30046028,30048408
1,30048519,30052203
1,30051955,30053936
1,30054552,30057181
1,30057206,30058657
1,30059302,30062824
1,30063448,30067589
1,30069519,30073440
1,30073524,30080778
1,30079665,30080552
1,30082077,30083894
1,30084114,30085601
1,30085750,30092239
1,30092807,30097323
1,30097336,30100045
1,30104830,30109087
1,30109059,30111284
1,30111497,30114010
1,30114449,30117645
1,30117847,30127811
1,30127819,30129649
1,30130218,30131940
1,30133718,30134937
1,30135024,30136956
1,30138818,30140360
1,30140912,30142697
1,30143628,30144313
1,30146611,30148180
1,30148330,30150556
1,30150897,30152614
1,30152286,30152501
1,30153213,30155894
1,30156682,30157808
1,30158923,30161829
1,30161852,30162999
1,30163129,30165755
1,30167839,30168606
1,30169456,30171334
1,30171357,30173109
1,30174101,30175553
1,30175642,30180745
1,30180907,30183561
1,30183535,30186716
1,30187920,30189823
1,30191538,30194605
1,30194618,30196554
1,30194698,30195732
1,30196782,30197896
1,30198061,30199537
1,30200466,30202349
1,30205314,30208268
1,30208408,30211592
1,30213705,30217102
1,30217116,30220595
1,30221629,30222769
1,30225176,30227575
1,30227485,30235087
1,30235164,30238535
1,30241452,30243176
1,30243430,30244949
1,30246683,30249337
1,30256065,30258032
1,30258005,30260732
1,30260818,30267125
1,30270445,30272668
1,30272849,30274891
1,30276116,30277278
1,30277490,30277905
1,30277909,30280359
1,30281346,30284536
1,30284890,30286798
1,30286956,30287741
1,30287763,30290299
1,30290325,30292420
1,30293558,30294328
1,30296166,30297224
1,30298462,30300658
1,30300714,30304428
1,30305022,30307453
1,30307505,30308844
1,30308696,30310667
1,30311527,30314450
1,30314493,30316002
1,30315964,30320197
1,30320525,30323902
1,30323882,30328880
1,30329039,30330944
1,30331842,30333400
1,30333423,30335940
1,30336097,30337716
1,30339322,30340385
1,30342394,30347048
1,30347426,30348482
1,30348670,30350564
1,30350539,30352208
1,30355025,30357988
1,30358000,30359606
1,30359649,30363427
1,30364946,30369154
1,30370474,30372799
1,30372668,30376072
1,30383561,30385499
1,30385449,30387602
1,30387978,30389434
1,30389538,30390557
1,30391899,30394398
1,30394651,30397007
1,30397128,30398210
1,30398150,30400399
1,30400631,30403726
1,30403503,30404713
1,30405339,30409768
1,30410585,30412289
1,30412149,30415264
1,30415123,30419047
1,30420102,30421995
1,30422050,30424152
1,30424421,30425192
2,1025,3173
2,6571,6672
2,9648,9767
2,50288,51487
2,53269,54468
2,68337,69884
2,73208,75509
2,75520,77865
2,77888,79373
2,79779,81710
2,81436,83290
2,83260,85258
2,85401,88399
2,88320,94753
2,94727,96863
2,100484,101566
2,102156,104574
2,104884,106291
2,106621,108829
2,114926,117750
2,117969,120095
2,119270,121980
2,123023,126611
2,128291,129132
2,132578,134455
2,135223,137916
2,139309,142560
2,142498,144524
2,145676,149394
2,148919,150585
2,151057,151971
2,152298,152827
2,154097,158204
2,158183,160870
2,163954,165290
2,165141,167259
2,167931,168479
2,168631,169642
2,171098,171472
2,172176,174137
2,174168,175617
2,175040,176407
2,180033,183764
2,187608,190369
2,193164,199280
2,199491,203126
2,205775,211963
2,211913,214473
2,216605,221002
2,221013,223809
2,224156,226234
2,228577,229899
2,229567,232540
2,235925,237253
2,239669,240687
2,242041,243649
2,249687,250181
2,250245,251806
2,255247,257568
2,265022,265948
2,266559,267926
2,268714,272676
2,273895,275002
2,278124,279296
2,279282,282123
2,282830,284598
2,284509,286529
2,290573,292688
2,295455,295556
2,296365,298215
2,306251,309267
2,308693,313805
2,315648,316993
2,317030,320308
2,320433,323963
2,324365,326094
2,326136,327875
2,328025,332872
2,332188,332808
2,332902,334760
2,334663,336462
2,338024,339871
2,341322,342480
2,343562,345254
2,347537,350179
2,353344,355594
2,357353,360924
2,362983,369707
2,385171,387478
2,388055,389918
2,389470,390405
2,391421,394184
2,396756,399338
2,405762,409203
2,410321,416000
2,416021,420661
2,421608,422643
2,424060,425810
2,426052,427091
2,427114,428900
2,432195,435100
2,440624,444324
2,450379,451910
2,451858,454959
2,457002,463408
2,464994,466955
2,469370,472070
2,474108,476997
2,478977,481185
2,481467,481830
2,481907,482086
2,482335,483829
2,487398,489941
2,489952,492058
2,494745,497860
2,497989,499559
2,505375,510781
2,518079,521737
2,523223,527068
2,528179,529186
2,530241,531636
2,538250,539123
2,539898,540707
2,544647,545564
2,546596,547156
2,547107,549669
2,549827,552856
2,553086,556131
2,556433,559046
2,560695,563367
2,583797,587401
2,589945,591689
2,592160,593724
2,594484,595869
2,600491,601439
2,604453,605361
2,606182,607919
2,608586,610283
2,610428,611843
2,616088,617322
2,617414,619138
2,619323,620793
2,621058,623526
2,626842,628676
2,628730,631165
2,631140,632637
2,632634,634994
2,638012,639305
2,647538,650820
2,647880,648687
2,652564,654985
2,660655,665635
2,667041,668284
2,667142,668055
2,668920,670055
2,669760,670204
2,670461,673327
2,673260,674986
2,675218,675687
2,676771,678145
2,677881,678203
2,683625,685496
2,687384,688764
2,689784,697707
2,697943,700975
2,701932,703798
2,704836,706686
2,710618,712819
2,717256,719389
2,723565,725620
2,725076,731178
2,732291,734271
2,735411,736546
2,738504,739834
2,745674,748573
2,749881,751915
2,752139,754145
2,756405,757969
2,758693,761064
2,762927,765027
2,764547,767500
2,769334,771235
2,771151,773552
2,773645,775902
2,775814,777829
2,778345,779786
2,781674,784944
2,787885,791289
2,795515,799591
2,795852,796672
2,801527,803521
2,803656,807895
2,820437,821291
2,821553,822858
2,826299,827994
2,828279,832619
2,837801,840398
2,841246,843629
2,843913,846616
2,847139,849703
2,851156,852321
2,854077,856725
2,859441,862076
2,862029,864452
2,864997,868292
2,868359,870432
2,873506,874886
2,875233,877207
2,879247,881471
2,882645,884164
2,889764,890520
2,892666,893588
2,899690,900999
2,901061,904149
2,905513,909272
2,916806,918671
2,934787,936862
2,937383,940551
2,940607,941076
2,941829,951553
2,951888,959236
2,959645,960247
2,961308,961771
2,962764,963126
2,964214,964901
2,966390,968048
2,968269,970232
2,970245,972416
2,972756,977531
2,972917,973375
2,981934,986756
2,987934,992332
2,993748,996128
2,996088,998455
2,999406,1000688
2,1003468,1004222
2,1006256,1007186
2,1007542,1007945
2,1008460,1014122
2,1014350,1017222
2,1019535,1021186
2,1022190,1024497
2,1024643,1027132
2,1028228,1030361
2,1030402,1032718
2,1033557,1035969
2,1033598,1036009
2,1036008,1037675
2,1039088,1040184
2,1041388,1043667
2,1043621,1044992
2,1045446,1047744
2,1050706,1054613
2,1059545,1062679
2,1063943,1065471
2,1066578,1069186
2,1069491,1071421
2,1071453,1074016
2,1076863,1078348
2,1079639,1080826
2,1081592,1082121
2,1085525,1086607
2,1085560,1085988
2,1093264,1094481
2,1094702,1096976
2,1096984,1098826
2,1099070,1100202
2,1100325,1103495
2,1103205,1104392
2,1104307,1106905
2,1114127,1117477
2,1117485,1120458
2,1120787,1122055
2,1121900,1123267
2,1129229,1131838
2,1132120,1133379
2,1137572,1140204
2,1142725,1143988
2,1147774,1149261
2,1149295,1150663
2,1150871,1152044
2,1152446,1154322
2,1156593,1159138
2,1160947,1164657
2,1164843,1167115
2,1167303,1168206
2,1167354,1167492
2,1168200,1168373
2,1171136,1172427
2,1173092,1174176
2,1175581,1176802
2,1179971,1181512
2,1181512,1183703
2,1185458,1188681
2,1197840,1198285
2,1204920,1206249
2,1213233,1213650
2,1214428,1214843
2,1217531,1218043
2,1221111,1221522
2,1224349,1224850
2,1238630,1239163
2,1251510,1252989
2,1259058,1262740
2,1274427,1275916
2,1276683,1277761
2,1281754,1286144
2,1289832,1291444
2,1297046,1297550
2,1304160,1304783
2,1305560,1306148
2,1307981,1308544
2,1314745,1315302
2,1315860,1316351
2,1331919,1332419
2,1332183,1332608
2,1333133,1334566
2,1334270,1336550
2,1337180,1339468
2,1342137,1345164
2,1345177,1346266
2,1349758,1350177
2,1352887,1353517
2,1353755,1355883
2,1357156,1359403
2,1362380,1364788
2,1376694,1379130
2,1385438,1386071
2,1401268,1407827
2,1417178,1419621
2,1427321,1430406
2,1445085,1446507
2,1446795,1449100
2,1449288,1455314
2,1461548,1462944
2,1474679,1480586
2,1480068,1482089
2,1493009,1497016
2,1501372,1503827
2,1513490,1515594
2,1515634,1519308
2,1519339,1521123
2,1525029,1526875
2,1525642,1526767
2,1526889,1528577
2,1528927,1529995
2,1531148,1533737
2,1533697,1535118
2,1535489,1536250
2,1536975,1537504
2,1538472,1541375
2,1541511,1542729
2,1543320,1545535
2,1554083,1555514
2,1564056,1565137
2,1568279,1570271
2,1573637,1574508
2,1574562,1575960
2,1576694,1578962
2,1581376,1584702
2,1588193,1590166
2,1590182,1592703
2,1594588,1596372
2,1610506,1612960
2,1610662,1611347
2,1613686,1614019
2,1618791,1620379
2,1621749,1624647
2,1624630,1629259
2,1637437,1638647
2,1640058,1642209
2,1644456,1646443
2,1646799,1649037
2,1656982,1659710
2,1659762,1662748
2,1676717,1678455
2,1679307,1680543
2,1682856,1683614
2,1687173,1687939
2,1688773,1689966
2,1695355,1695856
2,1697009,1698240
2,1697902,1701438
2,1702201,1704045
2,1704111,1705778
2,1706787,1708926
2,1711596,1715007
2,1716168,1716386
2,1717833,1720526
2,1720361,1722604
2,1722481,1723976
2,1723939,1724354
2,1726138,1727268
2,1729666,1730190
2,1733638,1734471
2,1735963,1740568
2,1794035,1795084
2,1798155,1799102
2,1799234,1800472
2,1822990,1824480
2,1836841,1837441
2,1838592,1839014
2,1841876,1846949
2,1853935,1854903
2,1858543,1862064
2,1869853,1873997
2,1875390,1876794
2,1876899,1878322
2,1890684,1894514
2,1894349,1896050
2,1899468,1902825
2,1913291,1916657
2,1918273,1920042
2,1920702,1921116
2,1928530,1928622
2,1933166,1934298
2,1935540,1937464
2,1938572,1939497
2,1942520,1943101
